COD_PROVINCIA;NOM_PROVINCIA;COD_MUNICIPIO;TIPO;NOMBRE;DIRECCION;COD_POSTAL;TELEFONO;FAX;WEB;CATALOGO;EMAIL;CENTRAL;COD_CARACTER;DESC_CARACTER;DECRETO
03;ALICANTE;14;BIBLIOTECA UNIVERSITARIA;BIBLIOTECA UNIVERSITARIA DE CIENCIAS  FACULTAD DE CIENCIAS ALACANT;N/C APDO. CORREOS Nº 99;, CP 03080; TELF.965903559/965909617; FAX.965909747;HTTP://WWW.UA.ES/ES/BIBLIOTECAS/SIBID/CENTROS/INDEX.HTM;HTTP://WWW.UA.ES/ES/BIBLIOTECAS/SIBID/CATALOGOS/WEBCAT.HTM;BIBLI.CIENCIES@UA.ES;N;PU;PÚBLICA;N
03;ALICANTE;14;PUNTO DE SERVICIO EXTERNO;PUNTO DE SERVICIO EXTERNO EL PUESTO N?43/45-MERCADO CENTRAL ALACANT;AVENIDA ALFONSO EL SABIO Nº S/N;, CP 03004; TELF.965203028; ;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0117;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0117;BIBLIOTECA.ELPUESTO@ALICANTE-AYTO.ES;N;PU;PÚBLICA;N
03;ALICANTE;14;AGENCIA DE LECTURA;AGENCIA DE LECTURA SAN BLAS ALACANT;CALLE ADOLFO MU?OZ ALONSO Nº 8;, CP 03005; TELF.965923749; ;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0117;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0117;BIBLIOTECA.SANBLAS@ALICANTE-AYTO.ES;N;PU;PÚBLICA;N
03;ALICANTE;14;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL VIRGEN DEL REMEDIO ALACANT;CALLE PLAZA DE LAS ESCUELAS Nº 5;, CP 03011; TELF.965171634; ;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0117;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0117;BIBLIOTECA.VREMEDIO@ALICANTE-AYTO.ES;N;PU;PÚBLICA;S
03;ALICANTE;14;AGENCIA DE LECTURA;AGENCIA DE LECTURA PLA-CAROLINAS ALACANT;CALLE FRANCISCO GINER DE LOS RIOS Nº 8;, CP 03012; TELF.965256175; ;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0117;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0117;BIBLIOTECA.CAROLINAS@ALICANTE-AYTO.ES;N;PU;PÚBLICA;N
03;ALICANTE;14;AGENCIA DE LECTURA;AGENCIA DE LECTURA DIAGONAL ALACANT;AVENIDA DIAGONAL Nº 3;, CP 03009; TELF.965183427; ;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0117;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0117;BIBLIOTECA.DIAGONAL@ALICANTE-AYTO.ES;N;PU;PÚBLICA;S
03;ALICANTE;14;AGENCIA DE LECTURA;AGENCIA DE LECTURA BENALUA ALACANT;CALLE GARCIA ANDREU Nº 35-37;, CP 03007; TELF.965124676; ;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0117;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0117;BIBLIOTECA.BENALUA@ALICANTE-AYTO.ES;N;PU;PÚBLICA;S
03;ALICANTE;14;AGENCIA DE LECTURA;AGENCIA DE LECTURA CIUDAD DE ASIS FRANCISCO LIBERAL ALACANT;CALLE AGUILA Nº 41;, CP 03006; TELF.965114671; FAX.965107805;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0117;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0117;BIBLIOTECA.ASIS@ALICANTE-AYTO.ES;N;PU;PÚBLICA;S
03;ALICANTE;14;AGENCIA DE LECTURA;AGENCIA DE LECTURA EL CABO  CENTRO COMUNITARIO PLAYAS ALACANT;AVENIDA COSTA BLANCA Nº 19;, CP 03540; TELF.965264129; ;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0117;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0117;BIBLIOTECA.ELCABO@ALICANTE-AYTO.ES;N;PU;PÚBLICA;N
03;ALICANTE;140;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL MIGUEL HERNANDEZ VILLENA;PLAZA SANTIAGO Nº 7;, CP 03400; TELF.965801150 EXT-151; FAX.965806146 AYTO;HTTP://WWW.VILLENA.ES/BIBLIOTECA/;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=BPMV;BIBLIOTECA@VILLENA.ES;S;PU;PÚBLICA;S
03;ALICANTE;140;AGENCIA DE LECTURA;AGENCIA DE LECTURA SAN FRANCISCO VILLENA;BARRIO SAN FRANCISCO, BLOQUE E Nº 14;, CP 03400; TELF.965801150- EXT 154; ;HTTP://WWW.VILLENA.ES/BIBLIOTECA/;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=BPMV;BIBLIOTECA@VILLENA.ES;N;PU;PÚBLICA;N
03;ALICANTE;140;AGENCIA DE LECTURA;AGENCIA DE LECTURA LA PAZ VILLENA;CALLE CELADA Nº 33;, CP 03400; TELF.965801150-EXT 155; ;HTTP://WWW.VILLENA.ES/BIBLIOTECA/;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=BPMV;BIBLIOTECA@VILLENA.ES;N;PU;PÚBLICA;S
03;ALICANTE;15;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL  ALMORADÍ;PLAZA SAN ANDRES Nº S/N;, CP 03160; TELF.966782324; FAX.966781992;HTTP://WWW.BIBLIOTECASPUBLICAS.ES/ALMORADI/;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0003;BIBLIOTECA@ALMORADI.ES;N;PU;PÚBLICA;S
03;ALICANTE;17;AGENCIA DE LECTURA;AGENCIA DE LECTURA  ALQUERIA D'ASNAR (L');CALLE SAN LORENZO Nº 6;, CP 03829; TELF.965530624 AYTO; FAX.966517004 AYTO; ; ;MARTXEL95@HOTMAIL.COM;N;PU;PÚBLICA;N
03;ALICANTE;18;BIBLIOTECA UNIVERSITARIA;BIBLIOTECA UNIVERSITARIA UNIVERSIDAD MIGUEL HERNÁNDEZ-CAMPUS DE ALTEA ALTEA;CALLE BENIDORM-PARTIDA PLA DEL CASTELL Nº S/N;, CP 03590; TELF.966859101; FAX.966859102;HTTP://WWW.UMH.ES/BIBLIOTECAS/;HTTP://WWW.UMH.ES/BIBLIOTECAS/CATALOGO/;BIBLIO.ALTEA@UMH.ES;N;PU;PÚBLICA;N
03;ALICANTE;18;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL JOAN FUSTER ALTEA;CALLE PONT DE MONCAU Nº 14 ESC. 1;, CP 03590; TELF.965842853; FAX.965842804;HTTP://WWW.AYUNTAMIENTOALTEA.ES/;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0004;BIBLIO.ALTEA@GMAIL.COM;S;PU;PÚBLICA;S
03;ALICANTE;18;AGENCIA DE LECTURA;AGENCIA DE LECTURA ALTEA LA VELLA ALTEA LA VELLA;CALLE PARE LLINARES Nº 4;, CP 03599; TELF.965848542; ;HTTP://WWW.AYUNTAMIENTOALTEA.ES/;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0004;BIBLIO.ALTEA@GMAIL.COM;N;PU;PÚBLICA;S
03;ALICANTE;19;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL RUBEN DARIO ASPE;CALLE SAN JOSE Nº 9;, CP 03680; TELF.966919900 EXT-240; FAX.965493001;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0016;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0016;BIBLIOTECA@AYTO.ASPE.ES;N;PU;PÚBLICA;N
03;ALICANTE;2;BIBLIOTECA ESPECIALIZADA;BIBLIOTECA ESPECIALIZADA MUSEO DE ALFARERÍA AGOST;CALLE TEULERÍA Nº 11;, CP 03698; TELF.965691199; FAX.965691199;HTTP://WWW.MUSEOAGOST.COM; ;MUSEO@AGOST.ES;N;PU;PÚBLICA;N
03;ALICANTE;2;AGENCIA DE LECTURA;AGENCIA DE LECTURA  AGOST;AVENIDA XIXONA Nº 2;, CP 03698; TELF.965691869; FAX.965691978 (AYTO);HTTP://WWW.AGOST.ES/BIBLIOTECA.ASP?LNG=1;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP/O7735/ID0CD3E3D2?ACC=101;BIBLIOTECA@AGOST.ES;N;PU;PÚBLICA;S
03;ALICANTE;21;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL  BANYERES DE MARIOLA;CALLE MALENA Nº 15;, CP 03450; TELF.966567766; FAX.965566668 AYTO;HTTP://HTTP://WWW.PORTADEMARIOLA.COM/INDEX.PHP?PAG=153;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0057;BIBLIOTECA@PORTADEMARIOLA.COM;N;PU;PÚBLICA;N
03;ALICANTE;23;OTRAS PÚBLICAS;OTRAS PÚBLICAS  BENEIXAMA;CALLE COLÓN Nº 7 PISO 1;, CP 03460; TELF.965822101 AYTO; FAX.965822401 AYTO; ; ;AYUNTAMIENTO@BENEIXAMA.ES;N;PU;PÚBLICA;N
03;ALICANTE;24;OTRAS PÚBLICAS;OTRAS PÚBLICAS  BENEJÚZAR;PLAZA DE ESPAÑA Nº 1;, CP 03390; TELF.965356151 AYTO; FAX.965356689 AYTO; ; ;COMUNICACION@BENEJUZAR.ES;N;PU;PÚBLICA;N
03;ALICANTE;26;AGENCIA DE LECTURA;AGENCIA DE LECTURA  BENIARBEIG;PLAZA 9 D'OCTUBRE Nº 2;, CP 03778; TELF.966476597; FAX.965766824 AYTO;HTTP://BIBLIOTECABENIARBEIG.BLOGSPOT.COM.ES; ;BIBLIOTECA@BENIARBEIG.ORG;N;PU;PÚBLICA;S
03;ALICANTE;28;AGENCIA DE LECTURA;AGENCIA DE LECTURA  BENIARRÉS;CALLE DOCTOR ORERO Nº 19 PISO 1;, CP 03850; TELF.965515059 AYTO; FAX.965515068 AYTO; ; ;BENIARRES@DIP-ALICANTE.ES;N;PU;PÚBLICA;N
03;ALICANTE;31;BIBLIOTECA ESPECIALIZADA;BIBLIOTECA ESPECIALIZADA BIBLIOTECA EUROPEA BENIDORM;CALLE JUAN FUSTER ZARAGOZA Nº 3;, CP 03503; TELF.966804781; FAX.966809776;HTTP://WWW.BIBLIOTECASPUBLICAS.ES/BENIDORM/; ;BIBLIOTECA@BENIDORM.ORG;N;PU;PÚBLICA;N
03;ALICANTE;31;AGENCIA DE LECTURA;AGENCIA DE LECTURA RACO DE L'OIX  EDIFICIO AQUARIUM 3 BENIDORM;AVENIDA JUAN FUSTER ZARAGOZA Nº 1;, CP 03503; TELF.966804781; FAX.966804781;HTTP://WWW.BIBLIOTECASPUBLICAS.ES/BENIDORM/;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=BENI;BIBRINCON1@BENIDORM.ORG;N;PU;PÚBLICA;S
03;ALICANTE;31;BIBLIOTECA MOVIL O TEMPORAL;BIBLIOTECA MOVIL O TEMPORAL BIBLIOPLAYA DE LEVANTE BENIDORM;PLAZA SUS MAJESTADES LOS REYES DE ESPAÑA Nº 3;, CP 03501; TELF.965855098; ;HTTP://WWW.BIBLIOTECASPUBLICAS.ES/BENIDORM/;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=BENI; ;N;PU;PÚBLICA;N
03;ALICANTE;31;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL CENTRAL BENIDORM;PLAZA SUS MAJESTADES LOS REYES DE ESPA?A Nº 3;, CP 03501; TELF.965855098; FAX.966809776;HTTP://WWW.BIBLIOTECASPUBLICAS.ES/BENIDORM/;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=BENI;BIBLIOTECA@BENIDORM.ORG;S;PU;PÚBLICA;S
03;ALICANTE;31;BIBLIOTECA MOVIL O TEMPORAL;BIBLIOTECA MOVIL O TEMPORAL BIBLIOPLAYA DE PONIENTE BENIDORM;PLAZA SUS MAJESTADES LOS REYES DE ESPAÑA Nº 3;, CP 03501; TELF.965855098; ;HTTP://WWW.BIBLIOTECASPUBLICAS.ES/BENIDORM/; ;BIBLIOTECA@BENIDORM.ORG;N;PU;PÚBLICA;N
03;ALICANTE;34;AGENCIA DE LECTURA;AGENCIA DE LECTURA  BENIJÓFAR;CALLE FRANCISCO RIBERA PÉREZ Nº 7;, CP 03178; TELF.966713567; FAX.966714322 AYTO; ; ;BIBLIO@BENIJOFAR.ORG;N;PU;PÚBLICA;N
03;ALICANTE;37;AGENCIA DE LECTURA;AGENCIA DE LECTURA  BENIMANTELL;CARRETERA D'ALCOI Nº S/N;, CP 03516; TELF.965885220 AYTO; FAX.965885024 AYTO; ; ;BENIMANTELL@BENIMANTELL.ES;N;PU;PÚBLICA;N
03;ALICANTE;38;OTRAS PÚBLICAS;OTRAS PÚBLICAS  BENIMARFULL;CALLE SANT JAUME Nº 19;, CP 03827; TELF.966516947; FAX.966516815 AYTO; ; ;AYTOBENIMARFULL@GMAIL.COM;N;PU;PÚBLICA;N
03;ALICANTE;4;AGENCIA DE LECTURA;AGENCIA DE LECTURA  AIGÜES;AVENIDA PEPE VILA Nº S/N;, CP 03569; TELF.965690061 AYTO; FAX.965690329 AYTO; ; ;AGENCIADELECTURAAIGUES@HOTMAIL.COM;N;PU;PÚBLICA;N
03;ALICANTE;40;OTRAS PÚBLICAS;OTRAS PÚBLICAS  BENIMELI;PLAZA MAYOR Nº 6 PISO 1;, CP 03769; TELF.965587123 AYTO; FAX.965587252 AYTO; ; ;BENIMELI@HOTMAIL.COM;N;PU;PÚBLICA;N
03;ALICANTE;41;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL BERNAT CAPO BENISSA;CALLE PURISSIMA Nº 38-40 PISO 2;, CP 03720; TELF.965730599/96573131; ;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0031;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0031;BIBLIOTECA@AJBENISSA.ES;N;PU;PÚBLICA;N
03;ALICANTE;42;AGENCIA DE LECTURA;AGENCIA DE LECTURA POBLE NOU POBLE NOU DE BENITATXELL (EL);AVENIDA D'ALACANT Nº 11 PISO 2;, CP 03726; TELF.966493756/6493369; ;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0148;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0148;BIBLIOTECA@ELPOBLENOUDEBENITATXELL.ORG;N;PU;PÚBLICA;N
03;ALICANTE;43;AGENCIA DE LECTURA;AGENCIA DE LECTURA  BIAR;CALLE SANT JERONI Nº 2;, CP 03410; TELF.965810661; FAX.965810833;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0146;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0146;BIBLIOTECA@BIAR.ES;N;PU;PÚBLICA;S
03;ALICANTE;44;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL C  AUDITORIO MUNICIPAL FRANCISCO GRAU BIGASTRO;CALLE ACEQUIA Nº 2;, CP 03380; TELF.965350000 EXT-602; FAX.965350807 AYTO;HTTP://WWW.BIGASTRO.ES/;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0119;BIBLIOTECA@AYTOBIGASTRO.ES;N;PU;PÚBLICA;N
03;ALICANTE;46;AGENCIA DE LECTURA;AGENCIA DE LECTURA CASA DE LA CULTURA BUSOT;CALLE EL PAL Nº S/N;, CP 03111; TELF.965698072; FAX.965699081 AYTO;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0134;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0134;BIBLIOTECA@AYTO-BUSOT.COM;N;PU;PÚBLICA;N
03;ALICANTE;47;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL JOANOT MARTORELL CALP;AVENIDA MASNOU Nº 1 PISO 1;, CP 03710; TELF.965839905; ;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0005;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0005;BIBLIOTECA@AJCALP.ES;N;PU;PÚBLICA;N
03;ALICANTE;48;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL  CALLOSA D'EN SARRIÀ;CALLE JAUME ROIG  Nº 5;, CP 03510; TELF.965886134; FAX.965886135;HTTP://WWW.BIBLIOTECASPUBLICAS.ES/CALLOSA/;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0032;BIBLIOTECA@CALLOSA.ES;N;PU;PÚBLICA;S
03;ALICANTE;49;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL FRANCISCO SALINAS CALLOSA DE SEGURA;PLAZA REINA SOFIA Nº 6;, CP 03360; TELF.965312471; FAX.965310856 AYTO;HTTP://BIBLIOTECA.CALLOSADESEGURA.ES ;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0060;BIBLIOTECA@CALLOSADESEGURA.ES;N;PU;PÚBLICA;S
03;ALICANTE;5;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL FERMIN LIMORTE ALBATERA;CALLE PROLONGACION CONDE DE ALBATERA Nº S/N;, CP 03340; TELF.965487894; FAX.965487894;HTTP://HTTP://WWW.ALBATERA.ES/BIBLIOTECAS/INFORMACION-DE-CONTACTO-Y-HORARIOS-DE-APERTURA.HTML;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0055;BIBLIOTECA@ALBATERA.ORG;N;PU;PÚBLICA;S
03;ALICANTE;50;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL RAFAEL ALTAMIRA CAMPELLO (EL);PLAZA DE CANALEJAS Nº 6;, CP 03560; TELF.965632124; ;HTTP://WWW.BIBLIOTECASPUBLICAS.ES/ELCAMPELLO;HTTP://WWW.OPAC.ELCAMPELLO.ES:83/OPAC/DOCUOPAC.ASP;BIBLIOTECA@ELCAMPELLO.ORG;N;PU;PÚBLICA;N
03;ALICANTE;52;AGENCIA DE LECTURA;AGENCIA DE LECTURA  CAÑADA;PLAZA MAYOR Nº 10;, CP 03409; TELF.96 582 00 01 AYTO; ;HTTP://HTTP://WWW.CANYADA.ORG/INDEX.PHP?PAG=132&N1=2; ; ;N;PU;PÚBLICA;N
03;ALICANTE;53;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL  CASTALLA;PASEO ANTIGA BASSA DE LA VILA Nº 23;, CP 03420; TELF.965560028/687796020; ;HTTP://WWW.BIBLIOTECASPUBLICAS.ES/CASTALLA;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0046;BPM@CASTALLA.ORG;N;PU;PÚBLICA;S
03;ALICANTE;55;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL  CATRAL;CALLE MANUEL FLORES Nº 32;, CP 03158; TELF.966787466; FAX.965723018 AYTO;HTTP://WWW.AYUNTAMIENTOCATRAL.COM/BIBLIOTECA.PHP;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0107;BIBLIOTECA@AYUNTAMIENTOCATRAL.COM;N;PU;PÚBLICA;S
03;ALICANTE;56;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL PARE AGUSTI ARQUES COCENTAINA;CALLE PLA DE LA FONT Nº 10;, CP 03820; TELF.965590869; FAX.965590159;HTTP://WWW.COCENTAINA.ES/;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0006;BIBLIOTECA@COCENTAINA.ORG / BIBLIOTECARIA.BPM@COCENTAINA.ORG;N;PU;PÚBLICA;N
03;ALICANTE;58;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL MIGUEL DE CERVANTES COX;AVENIDA DEL CARMEN Nº 17;, CP 03350; TELF.966177848; FAX.966750354 AYTO; ;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0181 ;BIBLIOCOX@GMAIL.COM;N;PU;PÚBLICA;S
03;ALICANTE;59;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL ENRIC VALOR CREVILLENT;CALLE VIRGEN DEL CARMEN Nº 38;, CP 03330; TELF.965406510; ; ; ;ASATORRE@CREVILLENT.ES;N;PU;PÚBLICA;N
03;ALICANTE;6;OTRAS PÚBLICAS;OTRAS PÚBLICAS LA LLOSA DE CAMACHO LLOSA DE CAMACHO (LA);CALLE DENIA Nº 33 PISO 3;, CP 03759; TELF.966482259/646586744; FAX.966482259; ; ; ;N;PU;PÚBLICA;N
03;ALICANTE;61;OTRAS PÚBLICAS;OTRAS PÚBLICAS COLEGIO PÚBLICO DAYA NUEVA;CALLE VALENCIA Nº 8;, CP 03159; TELF.966712533; FAX.965700642 AYTO; ; ;BIBLIOTECAPUBLICADAYANUEVA@HOTMAIL.COM;N;PU;PÚBLICA;N
03;ALICANTE;63;AGENCIA DE LECTURA;AGENCIA DE LECTURA ENRIC VALOR (DENIA) JESUS POBRE;PLAZA POU DE LA MURTERA Nº 4;, CP 03749; TELF.966454311/5756611; FAX.965756611;HTTP://WWW.DENIA.ES/VA/INFORMACIO/CULTURA/BIBLIOTECA/INDEX.ASPX;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0098;BIBLIOTECA@JESUSPOBRE.ES;N;PU;PÚBLICA;N
03;ALICANTE;63;AGENCIA DE LECTURA;AGENCIA DE LECTURA BAIX LA MAR DÉNIA;RONDA DE LAS MURALLAS Nº 42;, CP 03700; TELF.965786280; ;HTTP://WWW.DENIA.ES/VA/INFORMACIO/CULTURA/BIBLIOTECA/INDEX.ASPX;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0098;AGENCIALECTURA@AYTO-DENIA.ES;N;PU;PÚBLICA;N
03;ALICANTE;63;BIBLIOTECA AUXILIAR ARCHIVO;BIBLIOTECA AUXILIAR ARCHIVO  DÉNIA;PLAZA ENRIC VALOR Nº S/N;, CP 03700; TELF.966420940; FAX.965789986;HTTP://WWW.AYTO-DENIA.ES; ;ARCHIVO@AYTO-DENIA.ES;N;PU;PÚBLICA;N
03;ALICANTE;63;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL  DÉNIA;PLAZA JAUME I Nº S/N;, CP 03700; TELF.965783665/5783656; FAX.966420512;HTTP://WWW.DENIA.ES/VA/INFORMACIO/CULTURA/BIBLIOTECA/INDEX.ASPX;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0098;BIBLIOTECA@AYTO-DENIA.ES;S;PU;PÚBLICA;N
03;ALICANTE;63;BIBLIOTECA UNIVERSITARIA;BIBLIOTECA UNIVERSITARIA CENTRO ASOCIADO-UNED DÉNIA;CALLE JAIME I Nº S/N;, CP 03700; TELF.965781754; FAX.965789414;HTTP://WWW.UNEDDENIA.ES/SERVICIOS;HTTP://BIBLIOTECA.UNED.ES ;BIBLIOTECA@DENIA.UNED.ES;N;PU;PÚBLICA;N
03;ALICANTE;64;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL  DOLORES;CALLE SAN ANTONIO Nº 2;, CP 03150; TELF.966710041; FAX.966711109 AYTO;HTTP://WWW.DOLORES.ES;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0182 ;BIBLIOTECA@DOLORES.ES;N;PU;PÚBLICA;S
03;ALICANTE;65;BIBLIOTECA UNIVERSITARIA;BIBLIOTECA UNIVERSITARIA CENTRO ASOCIADO-UNED ELX;CALLE CANDALIX Nº S/N;, CP 03202; TELF.966658253; ;HTTP://WWW.UNED.ES/CA-ELCHE/SERVIC/BIBLIO/BIBLIOTECA.HTM;HTTP://BIBLIO15.UNED.ES/;BIBLIOTECA@ELX.UNED.ES;N;PU;PÚBLICA;N
03;ALICANTE;65;BIBLIOTECA UNIVERSITARIA;BIBLIOTECA UNIVERSITARIA UNIVERSIDAD MIGUEL HERNÁNDEZ-CAMPUS DE ELCHE ELX;AVENIDA DE LA UNIVERSIDAD-EDIFICIO ALTABIX Nº S/N;, CP 03202; TELF.966658786/8; FAX.966658789;HTTP://WWW.UMH.ES/BIBLIOTECAS;HTTP://WWW.UMH.ES/BIBLIOTECAS/CATALOGO/;BIBLIO.ELCHE@UMH.ES;N;PU;PÚBLICA;N
03;ALICANTE;65;BIBLIOTECA MOVIL O TEMPORAL;BIBLIOTECA MOVIL O TEMPORAL PUBLICA ELX (BIBLIOBUS) ELX;PLAZA SANTISIMO CRISTO DE ZALAMEA Nº S/N;, CP 03201; TELF.966658125/26; FAX.965430314;HTTP://WWW.ELCHE.ES/BIBLIOTECAS;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0041;BIBLIOBUS@AYTO-ELCHE.ES;N;PU;PÚBLICA;N
03;ALICANTE;65;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL PERE IBARRA ELX;PLAZA SANTISIMO CRISTO DE ZALAMEA Nº S/N;, CP 03204; TELF.966658125; FAX.966658127;HTTP://WWW.ELCHE.ES/BIBLIOTECAS;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0041;BIBLIOTECA.CENTRAL@AYTO-ELCHE.ES;S;PU;PÚBLICA;N
03;ALICANTE;65;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL ALBERTO MIRALLES-ALTABIX ELX;CALLE BERNABE DEL CAMPO LATORRE Nº 26;, CP 03202; TELF.966658175; ;HTTP://WWW.ELCHE.ES/BIBLIOTECAS;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0041;BIBLIOTECA.ALTABIX@AYTO-ELCHE.ES;N;PU;PÚBLICA;N
