,COD_PROVINCIA,NOM_PROVINCIA,COD_MUNICIPIO,TIPO,NOMBRE,DIRECCION,COD_POSTAL,TELEFONO,FAX,WEB,CATALOGO,EMAIL,CENTRAL,COD_CARACTER,DESC_CARACTER,DECRETO,LATITUDE,LONGITUDE
167,3,ALICANTE,90,BIBLIOTECA PUBLICA MUNICIPAL,BIBLIOTECA PUBLICA MUNICIPAL NOTARI JOSEP BLANQUER MUTXAMEL,CALLE RAMON Y CAJAL (CASA DE LA CULTURA) Nº S/N,", CP 03110", TELF.965955328, FAX.965951477,HTTP://WWW.MUTXAMEL.ORG/,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0035,BIBLIOTECA@MUTXAMEL.ORG,S,PU,PÚBLICA,N,38.4178412,-0.4413611
168,3,ALICANTE,90,AGENCIA DE LECTURA,AGENCIA DE LECTURA  MUTXAMEL,CALLE RAMON Y CAJAL Nº S/N,", CP 03110", TELF.965951477, FAX.965951477,HTTP://WWW.MUTXAMEL.ORG/,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0035,BIBLIOTECA@MUTXAMEL.ORG,N,PU,PÚBLICA,N,39.2941642,-0.4153142
169,3,ALICANTE,901,AGENCIA DE LECTURA,AGENCIA DE LECTURA ELS POBLETS ENRIC VALOR SETLA,AVENIDA MESTRE VICENT Nº 5-7,", CP 03779", TELF.966475368, FAX.966474287 AYTO, , ,BIBLIOTECA@ELSPOBLETS.ES,N,PU,PÚBLICA,N,38.84945,0.0187699
170,3,ALICANTE,902,BIBLIOTECA PUBLICA MUNICIPAL,BIBLIOTECA PUBLICA MUNICIPAL  PILAR DE LA HORADADA,CALLE CARRETILLAS Nº 19,", CP 03190", TELF.965351124, FAX.965352072,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0101,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0101,CASA-CULTURA@PILARDELAHORADADA.ORG,N,PU,PÚBLICA,S,37.8615554,-0.7915086
171,3,ALICANTE,903,OTRAS PÚBLICAS,OTRAS PÚBLICAS  MONTESINOS (LOS),CALLE DIVINO PASTOR Nº 6,", CP 03187", TELF.966721087 AYTO, FAX.966721004 AYTO, , ,BIBLIOTECA@LOSMONTESINOS.ORG,N,PU,PÚBLICA,N,38.0273343,-0.7449454999999999
172,3,ALICANTE,904,AGENCIA DE LECTURA,AGENCIA DE LECTURA  SAN ISIDRO,CALLE MAYOR Nº 1,", CP 03349", TELF.965485671 AYTO, FAX.965487268 AYTO, , , ,N,PU,PÚBLICA,N,39.6691624,-0.3392284
173,3,ALICANTE,92,BIBLIOTECA PUBLICA MUNICIPAL,BIBLIOTECA PUBLICA MUNICIPAL FRANCESC DE PAULA MOMBLANCH MURO DE ALCOY,PLAZA DE LA VILA Nº 3,", CP 03830", TELF.965531768, FAX.965531768,HTTP://WWW.VILADEMURO.NET/,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0020,BIBLIOTECA@VILADEMURO.NET,N,PU,PÚBLICA,S,38.8211006,-0.6104630999999999
174,3,ALICANTE,93,BIBLIOTECA ESPECIALIZADA,BIBLIOTECA ESPECIALIZADA CASA-MUSEO MODERNISTA (LA CAM) NOVELDA,CALLE MAYOR Nº 24,", CP 03660", TELF.965600237, FAX.965601062,HTTP://WWW.CAM.ES/, ,MNAVARRO@CAJAMEDITERRANEO.ES,N,PR,PRIVADA,N,39.6690789,-0.3402206
175,3,ALICANTE,93,BIBLIOTECA PUBLICA MUNICIPAL,BIBLIOTECA PUBLICA MUNICIPAL JORGE JUAN-CENTRO CULTURAL GOMEZ TORTOSA NOVELDA,CALLE JAUME II Nº 3,", CP 03660", TELF.965609053, FAX.965609124,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0021,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0021,BIBLIOTECA@NOVELDA.NET,N,PU,PÚBLICA,N,39.4962449,-0.3980535
176,3,ALICANTE,94,BIBLIOTECA PUBLICA MUNICIPAL,BIBLIOTECA PUBLICA MUNICIPAL  NUCIA (LA),PLAZA DE LA ALMASSERA Nº 1,", CP 03530", TELF.966897570 , FAX.966895231,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0062,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0062,BIBLIOTECA@LANUCIA.ES,N,PU,PÚBLICA,N,38.823125,-0.5465456
177,3,ALICANTE,94,AGENCIA DE LECTURA,AGENCIA DE LECTURA CARAVANA NUCIA (LA),URBANIZACIÓN CARAVANA Nº 10,", CP 03530", TELF.966875827, ,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0062,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0062,SLCARAVANA@LANUCIA.ES,N,PU,PÚBLICA,S,39.4840108,-0.7532808999999999
178,3,ALICANTE,95,BIBLIOTECA PUBLICA MUNICIPAL,BIBLIOTECA PUBLICA MUNICIPAL ENRIC VALOR ONDARA,PLAZA MAJOR Nº 10 PISO 2,", CP 03760", TELF.965766000-EXT 300, FAX.965766081 AYTO,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0125,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0125,BIBLIOTECA@ONDARA.ORG,N,PU,PÚBLICA,S,39.4226818,-0.3396999
179,3,ALICANTE,96,BIBLIOTECA PUBLICA MUNICIPAL,BIBLIOTECA PUBLICA MUNICIPAL AJUNTAMENT ONIL,AVENIDA CONSTITUCION Nº 21,", CP 03430", TELF.610926671/966544745, FAX.965564131 AYTO,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0063,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0063,BIENAL@AYTO-ONIL.ES,N,PU,PÚBLICA,S,39.4627538,-0.421793
180,3,ALICANTE,97,AGENCIA DE LECTURA,AGENCIA DE LECTURA  ORBA,CALLE LES ESCOLES Nº 1 PISO 1,", CP 03790", TELF.965584005, FAX.965583320 AYTO, , ,BIBLIORBA@GMAIL.COM,N,PU,PÚBLICA,N,39.3831245,-0.4115056
181,3,ALICANTE,98,AGENCIA DE LECTURA,AGENCIA DE LECTURA MAESTRO ANGEL LLORCA ORXETA,CALLE MAYOR Nº 98,", CP 03579", TELF.966855247, ,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0168,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0168, ,N,PU,PÚBLICA,S,39.6691281,-0.3402351
182,3,ALICANTE,99,BIBLIOTECA AUXILIAR ARCHIVO,BIBLIOTECA AUXILIAR ARCHIVO DE ORIHUELA ORIHUELA,PLAZA MARQUES DE RAFAL Nº 1,", CP 03300", TELF.965302497, FAX.966742297,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=AHPO,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=AHPO,MORENO_CES@GVA.ES,N,PU,PÚBLICA,N,38.0864201,-0.9455256000000001
183,3,ALICANTE,99,BIBLIOTECA UNIVERSITARIA,BIBLIOTECA UNIVERSITARIA EPSO UNIVERSIDAD MIGUEL HERNÁNDEZ ORIHUELA,"CARRETERA BENIEL, KM 3.2-CAMPUS ORIHUELA",", CP 03312", TELF.966749672, ,HTTP://WWW.UMH.ES/BIBLIOTECAS,HTTP://WWW.UMH.ES/BIBLIOTECAS/CATALOGO/,BIBLIO.ORI@UMH.ES,N,PU,PÚBLICA,N,38.0615148,-0.9843099
184,3,ALICANTE,99,BIBLIOTECA ESPECIALIZADA,BIBLIOTECA ESPECIALIZADA CEFIRE ORIHUELA,AVENIDA DR. GARCIA ROGEL Nº S/N,", CP 03300", TELF.966742725, FAX.966742736,HTTP://INTERCENTRES.CULT.GVA.ES/CEFIRE/03402290/,HTTP://WWW.BEGV.GVA.ES/CEFIRE/VAL_TLPCEF.HTML,03402290@EDU.GVA.ES,N,PU,PÚBLICA,N,38.0920031,-0.9393735999999999
185,3,ALICANTE,99,BIBLIOTECA UNIVERSITARIA,BIBLIOTECA UNIVERSITARIA LAS SALESAS UNIVERSIDAD MIGUEL HERNÁNDEZ CAMPUS ORIHUELA ORIHUELA,PLAZA LAS SALESAS-EDIFICIO CASA DEL PASO Nº S/N,", CP 03300", TELF.966749822, ,HTTP://WWW.UMH.ES/BIBLIOTECAS,HTTP://WWW.UMH.ES/BIBLIOTECAS/CATALOGO/,BIBLIO.ORI@UMH.ES,N,PU,PÚBLICA,N,38.0843553,-0.9507547
186,3,ALICANTE,99,BIBLIOTECA PUBLICA PROVINCIAL,BIBLIOTECA PUBLICA PROVINCIAL DE ORIHUELA FERNANDO DE LOAZES ORIHUELA,PLAZA RAMON SIJE Nº 1,", CP 03300", TELF.966904120, FAX.966904121/966904122,HTTP://WWW.BIBLIOTECASPUBLICAS.ES/ORIHUELA/INDEX.HTM,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=BORI,BPEO@GVA.ES  /  MORENO_CES@GVA.ES,N,PU,PÚBLICA,S,38.0863542,-0.9457114000000001
187,3,ALICANTE,99,BIBLIOTECA PUBLICA MUNICIPAL,BIBLIOTECA PUBLICA MUNICIPAL MARIA MOLINER ORIHUELA,PLAZA DE LA SALUD Nº 1,", CP 03300", TELF.965302891, , , ,BIBLIOTECAMARIAMOLINER@ORIHUELA.ES,N,PU,PÚBLICA,S,38.1169112,-0.9110764000000001
188,12,CASTELLÓN,10,AGENCIA DE LECTURA,AGENCIA DE LECTURA  ALMEDÍJAR,PLAZA DEL AYUNTAMIENTO Nº 3,", CP 12413", TELF.964137018 AYTO, FAX.964137018 AYTO, , , ,N,PU,PÚBLICA,N,39.4709155,-0.3770319
189,12,CASTELLÓN,100,AGENCIA DE LECTURA,AGENCIA DE LECTURA  SANT MATEU,CALLE SANTO DOMINGO Nº 34 PISO 1,", CP 12170", TELF.964156022, , , ,PATRONATCULTURA@SANTMATEU.COM,N,PU,PÚBLICA,N,39.4947951,-0.3748848
190,12,CASTELLÓN,102,AGENCIA DE LECTURA,AGENCIA DE LECTURA  SANTA MAGDALENA DE PULPIS,PLAZA ESPAÑA Nº 9 PISO 2,", CP 12597", TELF.964415070 AYTO, , , ,AYUNTSANTAMAGDALENA@YAHOO.ES,N,PU,PÚBLICA,N,39.4186205,-0.4018617
191,12,CASTELLÓN,104,BIBLIOTECA PUBLICA MUNICIPAL,BIBLIOTECA PUBLICA MUNICIPAL OBISPO JUAN BAUTISTA PEREZ SEGORBE,CALLE CRONISTA JAIME FAUS Nº S/N,", CP 12400", TELF.964713751, ,HTTP://BIBLIOTECA.SEGORBE.ES/,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0190,CENTROCULTURAL@SEGORBE.ES,N,PU,PÚBLICA,S,39.4840108,-0.7532808999999999
192,12,CASTELLÓN,104,AGENCIA DE LECTURA,AGENCIA DE LECTURA  PEÑALBA,CALLE GELDO Nº 5,", CP 12414", TELF.964713276, , , ,JUVENTUDPEN@SEGORBE.ES,N,PU,PÚBLICA,N,39.8116347,-0.1432086
193,12,CASTELLÓN,106,OTRAS PÚBLICAS,OTRAS PÚBLICAS  SONEJA,CALLE MAYOR Nº 70,", CP 12480", TELF.964135085, FAX.964135513 AYTO, , ,BIBLIOTECA@SONEJA.COM,N,PU,PÚBLICA,S,39.6691281,-0.3402351
194,12,CASTELLÓN,107,AGENCIA DE LECTURA,AGENCIA DE LECTURA  SOT DE FERRER,CALLE VALENCIA Nº 41,", CP 12489", TELF.964135158/659866232, FAX.964135127 AYTO, , ,AYTSOT@HOTMAIL.COM,N,PU,PÚBLICA,N,39.4733082,-0.4097216
195,12,CASTELLÓN,108,OTRAS PÚBLICAS,OTRAS PÚBLICAS  SUERA,AVENIDA JAUME I Nº S/N,", CP 12223", TELF.964617375, FAX.964617255 AYTO, , ,PILIMP60@HOTMAIL.ES,N,PU,PÚBLICA,N,39.9945711,-0.0689003
196,12,CASTELLÓN,109,AGENCIA DE LECTURA,AGENCIA DE LECTURA  TALES,CALLE CONSTITUCIÓ Nº 1,", CP 12221", TELF.964613008, FAX.964613008, , ,TALES_PAZ@GVA.ES,N,PU,PÚBLICA,N,39.489342,-0.4523448
197,12,CASTELLÓN,11,AGENCIA DE LECTURA,AGENCIA DE LECTURA  ALMENARA,CALLE COLON Nº 1,", CP 12590", TELF.962623671, FAX.962623165 AYTO,HTTP://WWW.ALMENARA.ES/VA/BIBLIOTECA.PHP,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0095,CESTRADA@ALMENARA.ES,N,PU,PÚBLICA,S,39.4676019,-0.374604
198,12,CASTELLÓN,115,OTRAS PÚBLICAS,OTRAS PÚBLICAS  TORO (EL),CALLE VALENCIA Nº S/N,", CP 12429", TELF.964123001 AYTO, FAX.964123042 AYTO, , ,ELTORO.SECRETARIA@CV.GVA.ES,N,PU,PÚBLICA,N,39.4703092,-0.3810444
199,12,CASTELLÓN,116,OTRAS PÚBLICAS,OTRAS PÚBLICAS  TORRALBA DEL PINAR,CALLE HORNO Nº 13,", CP 12225", TELF.964618106 AYTO, FAX.964618233, , ,TORRALBA_ALC@GVA.ES,N,PU,PÚBLICA,N,39.4840108,-0.7532808999999999
200,12,CASTELLÓN,117,BIBLIOTECA PUBLICA MUNICIPAL,BIBLIOTECA PUBLICA MUNICIPAL  TORREBLANCA,PLAZA SAN BARTOLOME Nº 1,", CP 12596", TELF.678701953, FAX.964420125 AYTO,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0143,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0143,PERSIVA_PEL@GVA.ES,N,PU,PÚBLICA,N,40.22124890000001,0.1951282
201,12,CASTELLÓN,12,AGENCIA DE LECTURA,AGENCIA DE LECTURA AYUNTAMIENTO ALTURA,CALLE SAN VICENTE Nº 9,", CP 12410", TELF.964146042/4146384, FAX.964146266 AYTO,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0129,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0129,BIBLIOTECA_ALTURA@HOTMAIL.COM,N,PU,PÚBLICA,S,39.47345869999999,-0.3757428
202,12,CASTELLÓN,124,OTRAS PÚBLICAS,OTRAS PÚBLICAS  VALL D'ALBA,PLAZA MAYOR Nº 2 PISO 5,", CP 12194", TELF.964320001 AYTO, FAX.964320522 AYTO, , ,VALLDALBA_ALC@GVA.ES,N,PU,PÚBLICA,N,38.6429386,0.0465465
203,12,CASTELLÓN,126,BIBLIOTECA PUBLICA MUNICIPAL,BIBLIOTECA PUBLICA MUNICIPAL M? DOLORES GARCIA SANCHEZ VALL D'UIXÓ (LA),PLAZA DEL MERCAT Nº 2,", CP 12600", TELF.964696536, FAX.964667662 AYTO,HTTP://WWW.BIBLIOTECASPUBLICAS.ES/LAVALL/,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0025,BIBLIOTECA@LAVALLDUIXO.ES,S,PU,PÚBLICA,S,39.4733339,-0.3779157
204,12,CASTELLÓN,126,AGENCIA DE LECTURA,AGENCIA DE LECTURA LLEONARD MINGARRO VALL D'UIXÓ (LA),CALLE TRAVESIA DE ALBACETE Nº S/N,", CP 12600", TELF.964738660, ,HTTP://WWW.BIBLIOTECASPUBLICAS.ES/LAVALL/,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0025,BIBLIOTECA@LAVALLDUIXO.ES,N,PU,PÚBLICA,S,38.994349,-1.8585424
205,12,CASTELLÓN,128,AGENCIA DE LECTURA,AGENCIA DE LECTURA  VILAFAMÉS,AVENIDA BARCELÓ Nº 8,", CP 12192", TELF.964329250, , , ,HERMINIA.AGUT@VILAFAMES.ES,N,PU,PÚBLICA,N,39.460877,-0.3527044
206,12,CASTELLÓN,128,CENTRO DE DOCUMENTACION,CENTRO DE DOCUMENTACION CIDA-CENTRO INTERNACIONAL DE DOCUMENTACIÓN ARTÍSTICA VILAFAMÉS,CALLE MESTRE BERNAT Nº 14,", CP 12192", TELF.964335129, FAX.964335129,HTTP://WWW.CIDAVILAFAMES.ES,HTTP://WWW.CIDAVILAFAMES.ES,CIDA@CIDAVILAFAMES.ES,N,PU,PÚBLICA,N,40.113509,-0.0539224
207,12,CASTELLÓN,129,AGENCIA DE LECTURA,AGENCIA DE LECTURA  VILAFRANCA,AVENIDA CASTELLO Nº 63,", CP 12150", TELF.964440814, FAX.964440814,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0091,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0091,BIBLIOTECA@AJUNTAMENTDEVILAFRANCA.ES,N,PU,PÚBLICA,N,39.9469417,-0.0912293
208,12,CASTELLÓN,132,AGENCIA DE LECTURA,AGENCIA DE LECTURA AYUNTAMIENTO VILANOVA D'ALCOLEA,CALLE LA TORRE Nº 45,", CP 12183", TELF.964707032 AYTO, FAX.964707152 AYTO, , ,VALCOLEA_AYT@GVA.ES,N,PU,PÚBLICA,N,38.2609527,-0.7065579
209,12,CASTELLÓN,135,BIBLIOTECA HOSPITALARIA,BIBLIOTECA HOSPITALARIA DEL PACIENTE DEL HOSPITAL DE LA PLANA VILA-REAL,CARRETERA DE VILA-REAL A BURRIANA KM. 0.5,", CP 12540", TELF.964357600/32, FAX.964357601, , ,MAGRO_DOL@GVA.ES,N,PU,PÚBLICA,N,,
210,12,CASTELLÓN,135,AGENCIA DE LECTURA,AGENCIA DE LECTURA BARRANQUET VILA-REAL,CALLE SOLADES Nº 25 PISO 1?,", CP 12540", TELF.964547230, ,HTTP://WWW.BIBLIOTECASPUBLICAS.ES/VILA-REAL/,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0090,BIBLIOTECA@AJVILA-REAL.ES / JBERNAT@AJVILA-REAL.ES,N,PU,PÚBLICA,S,39.93806,-0.09679
211,12,CASTELLÓN,135,BIBLIOTECA INFANTIL,BIBLIOTECA INFANTIL  VILA-REAL,AVENIDA PIO XII Nº 43 PISO 1,", CP 12540", TELF.964547077, ,HTTP://WWW.BIBLIOTECASPUBLICAS.ES/VILA-REAL/,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0090,BIBLIOTECA@AJVILA-REAL.ES / JBERNAT@AJVILA-REAL.ES,N,PU,PÚBLICA,N,39.484421,-0.3954323
212,12,CASTELLÓN,135,BIBLIOTECA UNIVERSITARIA,BIBLIOTECA UNIVERSITARIA CENTRO ASOCIADO-UNED VILA-REAL,CALLE JOSÉ RAMÓN BATALLA Nº 6,", CP 12540", , ,HTTP://WWW.UNED.ES/CA-VILA-REAL/BIBLIOTECA.HTM,HTTP://BIBLIO15.UNED.ES/,BIBLIOTECA@VILA-REAL.UNED.ES,N,PU,PÚBLICA,N,39.935237,-0.1043728
213,12,CASTELLÓN,135,BIBLIOTECA ESPECIALIZADA,BIBLIOTECA ESPECIALIZADA MUSEU DE LA CIUTAT CASA DE POLO VILA-REAL,CALLE JOAN FUSTER Nº 33,", CP 12540", TELF.964535859, FAX.964524920, , ,MUSEU@AJVILA-REAL.ES,N,PU,PÚBLICA,N,39.6816464,-0.2176987
214,12,CASTELLÓN,135,BIBLIOTECA AUXILIAR ARCHIVO,BIBLIOTECA AUXILIAR ARCHIVO  VILA-REAL,AVENIDA LA MURÀ Nº 14,", CP 12540", TELF.964547220, FAX.964547221, , ,ARXIU@AJVILA-REAL.ES,N,PU,PÚBLICA,N,39.9370911,-0.0993664
215,12,CASTELLÓN,135,BIBLIOTECA PUBLICA MUNICIPAL,BIBLIOTECA PUBLICA MUNICIPAL CENTRAL VILA-REAL,CALLE SOLADES Nº 25,", CP 12540", TELF.964547230, ,HTTP://WWW.BIBLIOTECASPUBLICAS.ES/VILA-REAL/,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0090,BIBLIOTECA@AJVILA-REAL.ES / JBERNAT@AJVILA-REAL.ES,S,PU,PÚBLICA,S,39.93806,-0.09679
216,12,CASTELLÓN,135,AGENCIA DE LECTURA,AGENCIA DE LECTURA EL PILAR VILA-REAL,CALLE MARTI L'HUMA Nº 24,", CP 12540", TELF.964506817, ,HTTP://WWW.BIBLIOTECASPUBLICAS.ES/VILA-REAL/,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0090,BIBLIOTECA@AJVILA-REAL.ES,N,PU,PÚBLICA,S,39.469995,-0.3906088
217,12,CASTELLÓN,136,AGENCIA DE LECTURA,AGENCIA DE LECTURA  VILAVELLA (LA),CALLE SANTA BARBARA Nº S/N,", CP 12526", TELF.964677448 (AYTO), ,HTTP://WWW.LAVILAVELLA.COM,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0082,BIBLIOTECA@LAVILAVELLA.COM,N,PU,PÚBLICA,S,38.3489719,-0.4780289
218,12,CASTELLÓN,138,BIBLIOTECA ESPECIALIZADA,BIBLIOTECA ESPECIALIZADA CEFIRE(CASA DE CULTURA) VINARÒS,AVENIDA DE LA LIBERTAD Nº S/N,", CP 12500", TELF.964454552, FAX.964453039,HTTP://INTERCENTRES.CULT.GVA.ES/CEFIRE/12400640/,HTTP://WWW.BEGV.GVA.ES/CEFIRE/VAL_TLPCEF.HTML,DIREVINAROS@EDU.GVA.ES,N,PU,PÚBLICA,N,38.2673505,-0.7091069999999999
219,12,CASTELLÓN,138,BIBLIOTECA PRIVADA,BIBLIOTECA PRIVADA VICTOR CARRILLO DE L'ASSOCIACIÓ CULTURAL AMICS DE VINARÒS VINARÒS,CALLE SANT RAMÓN Nº 13,", CP 12500", TELF.964452708, ,HTTP://WWW.AMICSDEVINAROS.COM,HTTP://WWW.AMICSDEVINAROS.COM,INFO@AMICSDEVINAROS.COM,N,PR,PRIVADA,N,39.4781733,-0.3815844
220,12,CASTELLÓN,138,BIBLIOTECA PUBLICA MUNICIPAL,BIBLIOTECA PUBLICA MUNICIPAL  VINARÒS,PLAZA HORT DEL ESCRIBANO Nº S/N,", CP 12500", TELF.964459590, FAX.964407701 AYTO,HTTP://WWW.BIBLIOTECA.VINAROS.ES/,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0115,BIBLIOTECA@VINAROS.ORG,N,PU,PÚBLICA,S,40.4712732,0.4734606
221,12,CASTELLÓN,139,OTRAS PÚBLICAS,OTRAS PÚBLICAS  VISTABELLA DEL MAESTRAT,CALLE RABAL DE LORETO Nº 55,", CP 12135", TELF.964389007 AYTO, FAX.964389001 AYTO, , , ,N,PU,PÚBLICA,N,39.4840108,-0.7532808999999999
222,12,CASTELLÓN,140,AGENCIA DE LECTURA,AGENCIA DE LECTURA  VIVER,PLAZA MAYOR Nº 1,", CP 12460", TELF.964141204/4141006, FAX.964141953 AYTO, , ,CRISVIVER@HOTMAIL.COM,N,PU,PÚBLICA,N,39.9860791,-0.03794869999999999
223,12,CASTELLÓN,15,AGENCIA DE LECTURA,AGENCIA DE LECTURA  ARGELITA,CARRETERA LUDIENTE Nº S/N,", CP 12230", TELF.964612139 AYTO, , , ,ARGELITA_ALC@GVA.ES,N,PU,PÚBLICA,S,40.053977,-0.3508164
224,12,CASTELLÓN,16,AGENCIA DE LECTURA,AGENCIA DE LECTURA  ARTANA,AVENIDA SIERRA ESPADAN Nº 114,", CP 12527", TELF.964611306, ,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0130,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0130,BIBLIO_ARTANA@HOTMAIL.COM,N,PU,PÚBLICA,N,39.96759,-0.25291
225,12,CASTELLÓN,17,AGENCIA DE LECTURA,AGENCIA DE LECTURA EL TURIO AYÓDAR,CARRETERA FUENTES  Nº 84,", CP 12224", TELF.964618129 AYTO, FAX.964618037 AYTO, , ,AYODAR_ALC@GVA.ES,N,PU,PÚBLICA,N,39.9993153,-0.3723087
226,12,CASTELLÓN,2,AGENCIA DE LECTURA,AGENCIA DE LECTURA  AÍN,PLAZA JOSE SORRIBES FUSTER Nº 1,", CP 12222", TELF.964629040 AYTO, FAX.964629040 AYTO,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0116,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0116,INFO@AJUNTAMENTDAIN.ES,N,PU,PÚBLICA,N,39.9008769,-0.3410842
227,12,CASTELLÓN,21,BIBLIOTECA PUBLICA MUNICIPAL,BIBLIOTECA PUBLICA MUNICIPAL MANUEL FERRANDIS IRLES BETXÍ,CALLE DOCTOR VICENTE ORTELLS Nº 1,", CP 12549", TELF.964622521, ,HTTP://WWW.AJUNTAMENTDEBETXI.COM/SERVEIS/BIBLIOTECA/BIBLIOTECA.ASP,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0166,ARXIU@BETXI.ES,N,PU,PÚBLICA,S,40.6913202,-0.1761308
228,12,CASTELLÓN,22,AGENCIA DE LECTURA,AGENCIA DE LECTURA  BEJÍS,CALLE VIRGEN DEL LORETO Nº 2,", CP 12430", TELF.964120161 AYTO, FAX.964120224 AYTO, , ,INFO@BEJIS.ES,N,PU,PÚBLICA,N,38.86823210000001,-0.5161463
229,12,CASTELLÓN,27,BIBLIOTECA PUBLICA MUNICIPAL,BIBLIOTECA PUBLICA MUNICIPAL MANEL GARCIA I GRAU BENICARLÓ,CALLE VI DE CARLON Nº S/N,", CP 12580", TELF.964475660, FAX.964475908 AYTO,HTTP://WWW.AJUNTAMENTDEBENICARLO.ORG/BIB/PBIB-BIBLIOTECA.PHP3?G_IDIOMA=V,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0029,CORREU.BIBLIOTECA@AJUNTAMENTDEBENICARLO.ORG,N,PU,PÚBLICA,N,40.4137099,0.4255862
230,12,CASTELLÓN,28,PUNTO DE SERVICIO EXTERNO,PUNTO DE SERVICIO EXTERNO VILLA ANA BENICÀSSIM,PASEO PILAR COLOMA Nº 35,", CP 12560", , , ,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0030,CULTURA@BENICASSIM.ORG,N,PU,PÚBLICA,N,40.0528702,0.07669089999999999
231,12,CASTELLÓN,28,BIBLIOTECA PUBLICA MUNICIPAL,BIBLIOTECA PUBLICA MUNICIPAL F  PEREZ BAYER-CASA DE LA CULTURA BENICÀSSIM,CALLE MEDICO SEGARRA Nº 4,", CP 12560", TELF.964300962 EXT-248, FAX.964302605,HTTP://WWW.BIBLIOTECASPUBLICAS.ES/BENICASSIM/,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0030,CULTURA@BENICASSIM.ORG,N,PU,PÚBLICA,S,39.4840108,-0.7532808999999999
232,12,CASTELLÓN,28,BIBLIOTECA MOVIL O TEMPORAL,BIBLIOTECA MOVIL O TEMPORAL JORGE COMÍN BENICÀSSIM,N/C ISLETA JORGE COMÍN Nº S/N,", CP 12560", TELF.964300962, , , , ,N,PU,PÚBLICA,N,40.1147476,-0.0536833
